date,store_id,product_category,units_sold,unit_price,revenue,promotion,day_of_week,month,is_holiday
2023-01-14,1,sports,6,45.59,273.54,0,5,1,0
2023-01-14,3,sports,9,54.94,494.46,0,5,1,0
2023-01-14,5,clothing,29,36.09,1046.61,0,5,1,0
2023-01-14,1,home,12,59.31,711.72,0,5,1,0
2023-01-14,3,electronics,8,161.61,1292.88,0,5,1,0
2023-01-14,1,electronics,17,132.38,2250.46,1,5,1,0
2023-01-15,5,food,57,11.0,627.0,0,6,1,0
2023-01-15,1,clothing,24,51.3,1231.2,0,6,1,0
2023-01-15,5,clothing,21,53.57,1124.97,1,6,1,0
2023-01-15,5,home,13,57.16,743.08,0,6,1,0
2023-01-15,3,electronics,12,166.03,1992.36,1,6,1,0
2023-01-15,2,clothing,27,37.69,1017.63,0,6,1,0
2023-01-15,1,food,53,10.91,578.23,0,6,1,0
2023-01-16,5,sports,8,56.73,453.84,0,0,1,0
2023-01-16,3,home,7,68.97,482.79,0,0,1,0
2023-01-16,5,clothing,20,46.14,922.8,0,0,1,0
2023-01-16,3,clothing,19,43.75,831.25,0,0,1,0
2023-01-16,4,electronics,6,159.18,955.08,0,0,1,0
2023-01-17,2,food,37,7.44,275.28,0,1,1,0
2023-01-17,4,electronics,10,108.26,1082.6,0,1,1,0
2023-01-17,5,food,31,8.51,263.81,0,1,1,0
2023-01-17,2,clothing,11,50.55,556.05,0,1,1,0
2023-01-17,5,home,12,68.68,824.16,0,1,1,0
2023-01-18,2,electronics,11,143.07,1573.77,0,2,1,0
2023-01-18,2,electronics,13,135.17,1757.21,0,2,1,0
2023-01-18,5,electronics,22,178.89,3935.58,1,2,1,0
2023-01-18,1,sports,7,60.67,424.69,0,2,1,0
2023-01-18,1,food,37,10.53,389.61,0,2,1,0
2023-01-19,2,food,49,9.11,446.39,1,3,1,0
2023-01-19,3,clothing,10,54.75,547.5,0,3,1,0
2023-01-19,5,electronics,12,154.41,1852.92,0,3,1,0
2023-01-19,2,food,32,10.11,323.52,0,3,1,0
2023-01-19,4,home,14,81.18,1136.52,0,3,1,0
2023-01-19,3,home,4,69.63,278.52,0,3,1,0
2023-01-19,2,sports,10,56.92,569.2,0,3,1,0
2023-01-20,4,food,43,10.13,435.59,0,4,1,0
2023-01-20,3,clothing,19,34.87,662.53,0,4,1,0
2023-01-20,4,electronics,16,181.0,2896.0,0,4,1,0
2023-01-20,5,clothing,22,49.6,1091.2,1,4,1,0
2023-01-20,5,electronics,11,161.39,1775.29,0,4,1,0
2023-01-20,3,electronics,9,145.47,1309.23,0,4,1,0
2023-01-20,5,clothing,25,48.71,1217.75,1,4,1,0
2023-01-20,2,food,45,10.05,452.25,1,4,1,0
2023-01-21,2,electronics,15,135.38,2030.7,0,5,1,0
2023-01-21,3,food,52,10.71,556.92,0,5,1,0
2023-01-21,5,food,34,8.96,304.64,0,5,1,0
2023-01-21,5,electronics,17,161.13,2739.21,0,5,1,0
2023-01-21,1,sports,8,55.19,441.52,1,5,1,0
2023-01-21,3,food,46,10.12,465.52,0,5,1,0
2023-01-21,4,sports,10,63.85,638.5,0,5,1,0
2023-01-22,2,clothing,30,38.06,1141.8,1,6,1,0
2023-01-22,1,sports,8,61.03,488.24,1,6,1,0
2023-01-22,2,home,10,81.33,813.3,0,6,1,0
2023-01-22,3,home,13,81.77,1063.01,0,6,1,0
2023-01-22,2,food,58,11.95,693.1,0,6,1,0
2023-01-23,5,food,48,9.87,473.76,1,0,1,0
2023-01-23,5,food,43,11.66,501.38,0,0,1,0
2023-01-23,5,electronics,14,154.41,2161.74,0,0,1,0
2023-01-23,3,clothing,18,49.77,895.86,0,0,1,0
2023-01-23,4,home,13,69.57,904.41,1,0,1,0
2023-01-23,3,clothing,24,35.33,847.92,1,0,1,0
2023-01-23,1,sports,3,51.26,153.78,0,0,1,0
2023-01-23,5,food,34,6.36,216.24,0,0,1,0
2023-01-24,4,electronics,5,139.39,696.95,0,1,1,0
2023-01-24,1,home,10,81.28,812.8,0,1,1,0
2023-01-24,3,electronics,18,161.65,2909.7,0,1,1,0
2023-01-24,3,home,9,83.72,753.48,0,1,1,0
2023-01-24,1,home,8,75.3,602.4,0,1,1,0
2023-01-25,3,electronics,11,105.05,1155.55,0,2,1,0
2023-01-25,4,home,10,83.07,830.7,0,2,1,0
2023-01-25,2,electronics,14,147.14,2059.96,0,2,1,0
2023-01-25,3,sports,6,68.27,409.62,0,2,1,0
2023-01-25,3,clothing,21,33.88,711.48,0,2,1,0
2023-01-25,5,sports,5,43.39,216.95,0,2,1,0
2023-01-25,5,home,11,64.19,706.09,0,2,1,0
2023-01-26,5,home,8,57.0,456.0,1,3,1,0
2023-01-26,5,home,7,76.6,536.2,0,3,1,0
2023-01-26,4,food,33,10.63,350.79,0,3,1,0
2023-01-26,5,sports,7,37.77,264.39,1,3,1,0
2023-01-26,1,home,10,76.48,764.8,0,3,1,0
2023-01-26,1,clothing,21,45.94,964.74,0,3,1,0
2023-01-26,4,clothing,14,50.41,705.74,0,3,1,0
2023-01-27,5,food,43,9.39,403.77,0,4,1,0
2023-01-27,1,home,3,56.57,169.71,0,4,1,0
2023-01-27,5,clothing,17,33.9,576.3,0,4,1,0
2023-01-27,5,sports,7,55.48,388.36,0,4,1,0
2023-01-27,1,home,9,81.81,736.29,0,4,1,0
2023-01-28,3,home,12,59.61,715.32,1,5,1,0
2023-01-28,5,food,44,8.34,366.96,0,5,1,0
2023-01-28,5,food,47,8.52,400.44,0,5,1,0
2023-01-28,3,home,12,67.63,811.56,0,5,1,0
2023-01-28,5,sports,8,58.88,471.04,0,5,1,0
2023-01-28,4,sports,11,56.14,617.54,0,5,1,0
2023-01-28,1,food,42,10.35,434.7,0,5,1,0
2023-01-29,2,clothing,23,39.71,913.33,0,6,1,0
2023-01-29,5,electronics,12,157.06,1884.72,0,6,1,0
2023-01-29,1,sports,12,54.97,659.64,1,6,1,0
2023-01-29,3,electronics,15,156.8,2352.0,0,6,1,0
2023-01-29,4,sports,5,50.58,252.9,0,6,1,0
2023-01-30,1,sports,10,46.82,468.2,0,0,1,0
2023-01-30,4,home,9,76.6,689.4,0,0,1,0
2023-01-30,5,food,49,10.1,494.9,0,0,1,0
2023-01-30,1,sports,6,65.11,390.66,0,0,1,0
2023-01-30,4,clothing,15,32.6,489.0,0,0,1,0
2023-01-30,2,food,36,10.75,387.0,0,0,1,0
2023-01-30,4,home,14,57.52,805.28,0,0,1,0
2023-01-31,3,clothing,22,42.61,937.42,0,1,1,0
2023-01-31,2,electronics,10,136.28,1362.8,0,1,1,0
2023-01-31,4,sports,10,53.45,534.5,1,1,1,0
2023-01-31,2,electronics,13,134.5,1748.5,0,1,1,0
2023-01-31,2,home,6,69.33,415.98,0,1,1,0
2023-01-31,1,electronics,16,153.6,2457.6,1,1,1,0
2023-02-01,5,home,9,70.02,630.18,0,2,2,0
2023-02-01,4,home,9,55.42,498.78,0,2,2,0
2023-02-01,4,clothing,20,39.85,797.0,0,2,2,0
2023-02-01,5,sports,10,58.83,588.3,1,2,2,0
2023-02-01,4,home,9,71.74,645.66,0,2,2,0
2023-02-02,4,electronics,15,150.22,2253.3,0,3,2,0
2023-02-02,5,sports,11,50.51,555.61,0,3,2,0
2023-02-02,3,sports,6,53.25,319.5,0,3,2,0
2023-02-02,5,electronics,12,147.35,1768.2,0,3,2,0
2023-02-02,4,food,31,9.93,307.83,0,3,2,0
2023-02-03,2,home,18,59.33,1067.94,0,4,2,0
2023-02-03,3,clothing,14,41.42,579.88,0,4,2,0
2023-02-03,2,electronics,12,163.18,1958.16,0,4,2,0
2023-02-03,1,clothing,17,50.07,851.19,0,4,2,0
2023-02-03,2,home,7,73.99,517.93,0,4,2,0
2023-02-03,1,home,9,61.75,555.75,0,4,2,0
2023-02-03,1,sports,10,60.34,603.4,0,4,2,0
2023-02-03,3,home,6,64.2,385.2,0,4,2,0
2023-02-04,5,home,13,96.85,1259.05,0,5,2,0
2023-02-04,2,home,10,62.46,624.6,0,5,2,0
2023-02-04,4,food,49,7.19,352.31,1,5,2,0
2023-02-04,4,electronics,15,177.46,2661.9,0,5,2,0
2023-02-04,2,food,53,10.86,575.58,1,5,2,0
2023-02-04,2,sports,6,50.64,303.84,0,5,2,0
2023-02-04,3,home,8,78.09,624.72,0,5,2,0
2023-02-05,5,sports,2,52.73,105.46,0,6,2,0
2023-02-05,5,home,11,59.5,654.5,0,6,2,0
2023-02-05,5,clothing,12,38.55,462.6,0,6,2,0
2023-02-05,4,home,10,59.98,599.8,0,6,2,0
2023-02-05,1,clothing,24,52.22,1253.28,0,6,2,0
2023-02-05,5,food,49,8.9,436.1,1,6,2,0
2023-02-05,2,electronics,9,176.08,1584.72,0,6,2,0
2023-02-06,5,food,33,9.43,311.19,0,0,2,0
2023-02-06,2,clothing,19,48.16,915.04,0,0,2,0
2023-02-06,5,sports,9,70.78,637.02,0,0,2,0
2023-02-06,2,electronics,9,147.22,1324.98,0,0,2,0
2023-02-06,5,food,36,11.67,420.12,0,0,2,0
2023-02-07,3,home,10,68.66,686.6,0,1,2,0
2023-02-07,2,home,7,60.78,425.46,0,1,2,0
2023-02-07,3,sports,9,54.21,487.89,0,1,2,0
2023-02-07,3,home,12,66.61,799.32,0,1,2,0
2023-02-07,1,home,7,73.07,511.49,0,1,2,0
2023-02-07,5,food,36,9.88,355.68,0,1,2,0
2023-02-07,4,sports,11,50.05,550.55,1,1,2,0
2023-02-07,2,electronics,15,186.91,2803.65,0,1,2,0
2023-02-08,1,electronics,8,144.94,1159.52,0,2,2,0
2023-02-08,1,home,9,63.75,573.75,0,2,2,0
2023-02-08,5,sports,2,51.86,103.72,0,2,2,0
2023-02-08,4,clothing,16,37.31,596.96,0,2,2,0
2023-02-08,3,clothing,23,42.44,976.12,1,2,2,0
2023-02-08,3,food,32,9.97,319.04,0,2,2,0
2023-02-08,3,home,12,52.14,625.68,0,2,2,0
2023-02-09,5,home,11,75.54,830.94,0,3,2,0
2023-02-09,3,home,6,65.91,395.46,0,3,2,0
2023-02-09,1,clothing,19,39.02,741.38,0,3,2,0
2023-02-09,3,electronics,14,166.35,2328.9,0,3,2,0
2023-02-09,1,sports,7,49.43,346.01,0,3,2,0
2023-02-09,4,electronics,11,118.16,1299.76,1,3,2,0
2023-02-09,3,sports,9,33.6,302.4,0,3,2,0
2023-02-10,5,electronics,12,109.42,1313.04,1,4,2,0
2023-02-10,1,sports,6,41.92,251.52,0,4,2,0
2023-02-10,2,food,26,10.21,265.46,0,4,2,0
2023-02-10,3,food,31,9.07,281.17,0,4,2,0
2023-02-10,1,electronics,11,184.22,2026.42,0,4,2,0
2023-02-10,1,sports,7,50.94,356.58,1,4,2,0
2023-02-10,5,food,50,10.56,528.0,0,4,2,0
2023-02-10,1,food,59,10.94,645.46,1,4,2,0
2023-02-10,1,food,32,7.45,238.4,0,4,2,0
2023-02-11,5,electronics,16,135.47,2167.52,0,5,2,0
2023-02-11,2,electronics,17,161.87,2751.79,0,5,2,0
2023-02-11,5,home,17,75.12,1277.04,0,5,2,0
2023-02-11,5,sports,10,65.8,658.0,0,5,2,0
2023-02-11,1,food,34,12.08,410.72,0,5,2,0
2023-02-12,1,electronics,24,125.28,3006.72,0,6,2,0
2023-02-12,5,home,16,66.19,1059.04,1,6,2,0
2023-02-12,2,electronics,19,147.89,2809.91,0,6,2,0
2023-02-12,4,sports,14,56.88,796.32,0,6,2,0
2023-02-12,4,clothing,19,43.86,833.34,0,6,2,0
2023-02-13,5,food,36,9.28,334.08,0,0,2,0
2023-02-13,4,sports,10,49.39,493.9,0,0,2,0
2023-02-13,3,clothing,19,45.5,864.5,0,0,2,0
2023-02-13,4,food,54,10.32,557.28,0,0,2,0
2023-02-13,3,home,17,66.35,1127.95,0,0,2,0
2023-02-13,1,food,51,8.82,449.82,1,0,2,0
2023-02-13,4,sports,6,46.08,276.48,0,0,2,0
2023-02-13,5,electronics,12,174.39,2092.68,0,0,2,0
2023-02-14,3,clothing,23,48.3,1110.9,0,1,2,0
2023-02-14,1,electronics,15,163.14,2447.1,0,1,2,0
2023-02-14,3,food,30,10.66,319.8,0,1,2,0
2023-02-14,3,electronics,13,145.69,1893.97,1,1,2,0
2023-02-14,2,home,12,64.23,770.76,1,1,2,0
2023-02-15,2,clothing,19,43.2,820.8,0,2,2,0
2023-02-15,2,clothing,21,31.47,660.87,0,2,2,0
2023-02-15,4,sports,8,61.95,495.6,0,2,2,0
2023-02-15,4,home,9,75.86,682.74,0,2,2,0
2023-02-15,2,clothing,17,40.76,692.92,0,2,2,0
2023-02-16,2,sports,11,55.12,606.32,1,3,2,0
2023-02-16,1,home,10,93.52,935.2,0,3,2,0
2023-02-16,5,food,31,9.38,290.78,0,3,2,0
2023-02-16,4,electronics,16,156.47,2503.52,0,3,2,0
2023-02-16,1,electronics,8,131.23,1049.84,0,3,2,0
2023-02-17,2,sports,9,46.06,414.54,1,4,2,0
2023-02-17,1,clothing,25,50.31,1257.75,0,4,2,0
2023-02-17,1,electronics,10,170.55,1705.5,0,4,2,0
2023-02-17,3,home,6,60.03,360.18,0,4,2,0
2023-02-17,1,clothing,21,34.7,728.7,0,4,2,0
2023-02-17,4,food,39,7.96,310.44,0,4,2,0
2023-02-17,5,home,14,73.12,1023.68,0,4,2,0
2023-02-17,5,home,12,75.94,911.28,0,4,2,0
2023-02-18,4,food,57,11.67,665.19,0,5,2,0
2023-02-18,2,sports,9,59.26,533.34,0,5,2,0
2023-02-18,1,food,42,10.67,448.14,0,5,2,0
2023-02-18,2,food,48,9.77,468.96,0,5,2,0
2023-02-18,1,sports,13,54.75,711.75,0,5,2,0
2023-02-18,2,sports,7,73.78,516.46,0,5,2,0
2023-02-19,4,food,48,9.17,440.16,0,6,2,0
2023-02-19,3,sports,8,65.46,523.68,0,6,2,0
2023-02-19,5,clothing,34,25.41,863.94,0,6,2,0
2023-02-19,3,clothing,15,58.49,877.35,0,6,2,0
2023-02-19,5,sports,10,65.26,652.6,1,6,2,0
2023-02-19,2,clothing,27,32.06,865.62,0,6,2,0
2023-02-19,1,home,7,66.16,463.12,0,6,2,0
2023-02-19,3,electronics,14,117.11,1639.54,0,6,2,0
2023-02-20,2,home,7,79.43,556.01,0,0,2,0
2023-02-20,3,clothing,25,50.01,1250.25,0,0,2,0
2023-02-20,3,home,7,84.34,590.38,0,0,2,0
2023-02-20,5,clothing,16,39.29,628.64,0,0,2,0
2023-02-20,4,home,11,63.52,698.72,0,0,2,0
2023-02-20,2,sports,9,51.89,467.01,0,0,2,0
2023-02-20,5,sports,11,54.59,600.49,0,0,2,0
2023-02-20,5,electronics,8,160.08,1280.64,0,0,2,0
2023-02-21,2,food,43,10.46,449.78,0,1,2,0
2023-02-21,5,electronics,11,139.89,1538.79,0,1,2,0
2023-02-21,1,sports,6,59.0,354.0,0,1,2,0
2023-02-21,1,electronics,7,178.07,1246.49,0,1,2,0
2023-02-21,2,sports,10,56.53,565.3,0,1,2,0
2023-02-22,4,food,37,10.33,382.21,0,2,2,0
2023-02-22,2,clothing,23,41.37,951.51,0,2,2,0
2023-02-22,3,home,10,52.07,520.7,0,2,2,0
2023-02-22,1,home,8,79.34,634.72,0,2,2,0
2023-02-22,5,electronics,10,173.28,1732.8,0,2,2,0
2023-02-22,3,electronics,9,129.25,1163.25,0,2,2,0
2023-02-22,2,home,7,59.45,416.15,0,2,2,0
2023-02-22,3,sports,6,42.0,252.0,0,2,2,0
2023-02-23,3,electronics,14,170.83,2391.62,0,3,2,0
2023-02-23,4,clothing,25,48.85,1221.25,1,3,2,0
2023-02-23,2,sports,5,54.48,272.4,0,3,2,0
2023-02-23,5,food,30,9.79,293.7,0,3,2,0
2023-02-23,4,food,39,11.23,437.97,0,3,2,0
2023-02-23,1,sports,9,48.53,436.77,1,3,2,0
2023-02-23,3,food,35,8.96,313.6,0,3,2,0
2023-02-23,2,home,15,77.16,1157.4,0,3,2,0
2023-02-24,1,clothing,25,43.58,1089.5,0,4,2,0
2023-02-24,1,food,32,9.99,319.68,0,4,2,0
2023-02-24,4,sports,6,32.7,196.2,0,4,2,0
2023-02-24,4,clothing,23,49.97,1149.31,0,4,2,0
2023-02-24,1,sports,12,53.68,644.16,1,4,2,0
2023-02-24,5,clothing,25,48.78,1219.5,0,4,2,0
2023-02-24,1,food,38,10.9,414.2,0,4,2,0
2023-02-25,1,sports,6,48.66,291.96,0,5,2,0
2023-02-25,5,food,45,12.2,549.0,0,5,2,0
2023-02-25,5,electronics,14,158.41,2217.74,0,5,2,0
2023-02-25,1,sports,8,39.83,318.64,0,5,2,0
2023-02-25,3,clothing,19,53.08,1008.52,0,5,2,0
2023-02-26,5,clothing,25,39.66,991.5,0,6,2,0
2023-02-26,1,electronics,18,129.85,2337.3,1,6,2,0
2023-02-26,1,sports,6,51.62,309.72,0,6,2,0
2023-02-26,1,clothing,14,58.68,821.52,0,6,2,0
2023-02-26,3,clothing,19,51.46,977.74,0,6,2,0
2023-02-26,3,food,47,10.53,494.91,0,6,2,0
2023-02-26,2,sports,11,57.78,635.58,0,6,2,0
2023-02-27,1,clothing,12,55.42,665.04,0,0,2,0
2023-02-27,4,sports,9,61.68,555.12,0,0,2,0
2023-02-27,4,sports,8,60.51,484.08,1,0,2,0
2023-02-27,4,home,12,60.35,724.2,0,0,2,0
2023-02-27,1,sports,11,59.66,656.26,0,0,2,0
2023-02-27,1,food,41,9.9,405.9,0,0,2,0
2023-02-27,5,clothing,23,53.75,1236.25,0,0,2,0
2023-02-27,2,sports,11,55.93,615.23,0,0,2,0
2023-02-28,5,home,11,95.71,1052.81,0,1,2,0
2023-02-28,5,clothing,26,37.05,963.3,0,1,2,0
2023-02-28,5,electronics,10,126.78,1267.8,0,1,2,0
2023-02-28,3,food,48,11.66,559.68,1,1,2,0
2023-02-28,5,sports,7,68.61,480.27,0,1,2,0
2023-03-01,2,home,9,89.66,806.94,0,2,3,0
2023-03-01,4,clothing,36,46.05,1657.8,1,2,3,0
2023-03-01,5,home,5,64.88,324.4,0,2,3,0
2023-03-01,3,electronics,17,120.27,2044.59,0,2,3,0
2023-03-01,5,clothing,13,60.08,781.04,0,2,3,0
2023-03-01,3,home,9,90.0,810.0,1,2,3,0
2023-03-01,5,electronics,19,139.57,2651.83,0,2,3,0
2023-03-02,2,food,48,10.93,524.64,0,3,3,0
2023-03-02,4,home,10,61.55,615.5,0,3,3,0
2023-03-02,2,sports,9,53.29,479.61,1,3,3,0
2023-03-02,3,clothing,22,39.95,878.9,1,3,3,0
2023-03-02,4,electronics,11,144.23,1586.53,0,3,3,0
2023-03-03,5,home,8,67.45,539.6,0,4,3,0
2023-03-03,1,electronics,16,148.28,2372.48,0,4,3,0
2023-03-03,4,home,9,57.21,514.89,0,4,3,0
2023-03-03,3,sports,10,47.86,478.6,1,4,3,0
2023-03-03,5,sports,7,43.58,305.06,0,4,3,0
2023-03-03,4,home,17,43.29,735.93,0,4,3,0
2023-03-03,2,sports,13,71.38,927.94,0,4,3,0
2023-03-04,2,food,62,10.77,667.74,0,5,3,0
2023-03-04,4,home,10,87.09,870.9,0,5,3,0
2023-03-04,4,food,54,12.01,648.54,0,5,3,0
2023-03-04,1,sports,11,68.69,755.59,1,5,3,0
2023-03-04,5,clothing,27,38.24,1032.48,0,5,3,0
2023-03-04,3,sports,17,48.53,825.01,0,5,3,0
2023-03-04,4,electronics,19,169.44,3219.36,0,5,3,0
2023-03-04,5,food,52,12.27,638.04,0,5,3,0
2023-03-05,2,home,16,69.51,1112.16,0,6,3,0
2023-03-05,5,electronics,10,140.45,1404.5,0,6,3,0
2023-03-05,2,home,8,65.27,522.16,0,6,3,0
2023-03-05,5,clothing,19,53.47,1015.93,0,6,3,0
2023-03-05,3,home,14,68.15,954.1,0,6,3,0
2023-03-05,5,sports,13,60.51,786.63,1,6,3,0
2023-03-05,5,home,11,70.95,780.45,0,6,3,0
2023-03-05,1,electronics,13,155.67,2023.71,0,6,3,0
2023-03-05,3,electronics,13,129.98,1689.74,0,6,3,0
2023-03-06,4,home,17,80.02,1360.34,0,0,3,0
2023-03-06,2,home,7,59.31,415.17,0,0,3,0
2023-03-06,5,food,44,11.4,501.6,0,0,3,0
2023-03-06,4,clothing,30,39.62,1188.6,0,0,3,0
2023-03-06,2,home,14,64.11,897.54,0,0,3,0
2023-03-06,1,food,40,9.42,376.8,0,0,3,0
2023-03-06,1,food,41,11.42,468.22,0,0,3,0
2023-03-07,1,electronics,14,106.97,1497.58,0,1,3,0
2023-03-07,2,home,10,69.27,692.7,0,1,3,0
2023-03-07,3,electronics,17,178.42,3033.14,1,1,3,0
2023-03-07,2,home,11,61.1,672.1,0,1,3,0
2023-03-07,5,sports,5,45.67,228.35,0,1,3,0
2023-03-08,5,home,13,95.31,1239.03,0,2,3,0
2023-03-08,5,food,43,9.13,392.59,0,2,3,0
2023-03-08,5,food,56,9.36,524.16,1,2,3,0
2023-03-08,1,home,14,70.84,991.76,0,2,3,0
2023-03-08,3,home,15,63.36,950.4,0,2,3,0
2023-03-08,2,home,11,72.4,796.4,0,2,3,0
2023-03-08,1,clothing,27,37.69,1017.63,0,2,3,0
2023-03-09,4,sports,7,60.88,426.16,0,3,3,0
2023-03-09,5,clothing,24,31.16,747.84,0,3,3,0
2023-03-09,2,home,6,88.2,529.2,0,3,3,0
2023-03-09,1,food,33,8.71,287.43,0,3,3,0
2023-03-09,1,clothing,17,44.36,754.12,0,3,3,0
2023-03-09,2,clothing,29,41.42,1201.18,0,3,3,0
2023-03-09,2,home,11,72.35,795.85,0,3,3,0
2023-03-10,3,sports,5,60.7,303.5,0,4,3,0
2023-03-10,2,sports,12,58.72,704.64,0,4,3,0
2023-03-10,2,home,10,66.15,661.5,0,4,3,0
2023-03-10,2,clothing,24,43.79,1050.96,0,4,3,0
2023-03-10,5,food,41,7.95,325.95,0,4,3,0
2023-03-11,3,clothing,23,41.08,944.84,0,5,3,0
2023-03-11,5,sports,8,53.13,425.04,0,5,3,0
2023-03-11,5,electronics,13,146.43,1903.59,0,5,3,0
2023-03-11,4,clothing,30,44.82,1344.6,0,5,3,0
2023-03-11,1,clothing,29,44.18,1281.22,0,5,3,0
2023-03-11,4,electronics,19,150.35,2856.65,1,5,3,0
2023-03-12,4,sports,13,59.13,768.69,0,6,3,0
2023-03-12,5,clothing,21,57.43,1206.03,0,6,3,0
